id;id_commune;libelle_commune_min;libelle_commune_maj;id_departement;id_region;actual;epsg4326_lat;epsg4326_long;codes_postaux;id_commune_actuel
29340;69261;Vernay;VERNAY;69;84;1;46.16445059932195; 4.527463336239483;69430;
29341;69278;Genay;GENAY;69;84;1;45.89829819093001; 4.8379385833404225;69730;
29342;69292;Sathonay-Camp;SATHONAY-CAMP;69;84;1;45.825867948449115; 4.874579875124384;69580;
29343;70012;Amance;AMANCE;70;27;1;47.790093910782446; 6.053047303379833;70160;
29344;70054;Battrans;BATTRANS;70;27;1;47.42740810217016; 5.641863700508913;70100;
29345;70080;Bouhans-et-Feurg;BOUHANS-ET-FEURG;70;27;1;47.47289071110166; 5.5109878394284335;70100;
29346;70153;Cintrey;CINTREY;70;27;1;47.75352287697184; 5.751836352388927;70120;
29347;70211;Écuelle;ÉCUELLE;70;27;1;47.55232104387941; 5.546955303252069;70600;
29348;70271;Gouhenans;GOUHENANS;70;27;1;47.61200806740498; 6.484498396976419;70110;
29349;70307;Longevelle;LONGEVELLE;70;27;1;47.591935164996336; 6.448626806919605;70110;
29350;70327;Malans;MALANS;70;27;1;47.267525757361774; 5.59559834502185;70140;
29351;70358;Montcey;MONTCEY;70;27;1;47.64994533806479; 6.240729988059982;70000;
29352;70374;Motey-Besuche;MOTEY-BESUCHE;70;27;1;47.305230864694025; 5.665704987359545;70140;
29353;70479;Sauvigney-lès-Gray;SAUVIGNEY-LÈS-GRAY;70;27;1;47.45741611458433; 5.733344298048594;70100;
29354;70490;Servigney;SERVIGNEY;70;27;1;47.730638879131114; 6.2982906568166195;70240;
29355;70504;Traves;TRAVES;70;27;1;47.60612379897239; 5.962639452374368;70360;
29356;70546;Vereux;VEREUX;70;27;1;47.52678629831807; 5.638615201152003;70180;
29357;70576;Vougécourt;VOUGÉCOURT;70;27;1;47.94494007039565; 5.9938191960179585;70500;
29358;70582;Vy-lès-Rupt;VY-LÈS-RUPT;70;27;1;47.639288611590835; 5.893510447164822;70120;
29359;71034;Bissey-sous-Cruchaud;BISSEY-SOUS-CRUCHAUD;71;27;1;46.72949550732382; 4.692618823672606;71390;
29360;71043;Les Bordes;LES BORDES;71;27;1;46.898413171880925; 5.046770101774524;71350;
29361;71099;Charbonnières;CHARBONNIÈRES;71;27;1;46.389020589406215; 4.831902884126953;71260;
29362;71208;Frontenard;FRONTENARD;71;27;1;46.898864388306905; 5.16320445490492;71270;
29363;71215;Gergy;GERGY;71;27;1;46.879362676636156; 4.921133479156346;71590;
29364;74071;Chessenaz;CHESSENAZ;74;84;1;46.04079059619701; 5.906361357914463;74270;
29365;74155;Lullin;LULLIN;74;84;1;46.27942687911113; 6.510505503883615;74470;
